# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.7849817906041519,0.4469324241139589,0.2225455298963623,0,3.0,0.058348300275663144,180.0,0.0,0.0
 0.1694904546414087,1.8280719868808273,0.44709979383769965,0.2225455298963623,0.5084713639242261,3.0,0.058348300275663144,180.0,2.057257698455654,0.0
 0.23925916213339754,1.870848012425578,0.4473731047866186,0.366077740495557,0.7177774864001926,2.9999999999999987,0.059157301928787216,180.0,2.713479602489217,0.0
 0.292498031353713,1.9133115541107208,0.4477514908457316,0.510540326184474,0.877494094061139,3.000000000000001,0.05997611519203184,180.0,3.257399715230163,0.0
 0.337133163279567,1.9554642988085726,0.44823408590005415,0.6559347922090116,1.0113994898387009,2.9999999999999973,0.06080476279106186,180.0,3.7416490216905323,0.0
 0.3762409613631569,1.997307933391451,0.44882002383460184,0.8022624466489465,1.1287228840894705,3.0,0.06164326241909654,180.0,4.188175277909326,0.0
 0.4114023231977353,2.038844144731672,0.4495084385343904,0.9495243930221523,1.2342069695932056,2.999999999999997,0.06249162638586477,180.0,4.608706778994694,0.0
 0.443558226535236,2.080074619701554,0.4502984638844352,1.09772152271839,1.3306746796057078,3.0,0.06334986142899836,180.0,5.0103882784496285,9.548779582115943e-13
 0.47332298252943183,2.1210010451734123,0.451189233769752,1.246854507262622,1.4199689475882953,3.0,0.06421796844298124,180.00000000000003,5.397950511180107,-1.0223210089281984e-12
 0.5011241420304005,2.1616251080195656,0.4521798820753564,1.3969237904022753,1.5033724260912011,3.0,0.06509594208241773,180.0,5.774713807476222,0.0
 0.5272736266032803,2.2019484951123296,0.45326954268626407,1.5479295800236708,1.5818208798098403,2.9999999999999916,0.06598377058224647,180.0,6.143111583990896,0.0
 0.5520073886048366,2.2419728933240224,0.4544573494874905,1.6998718398911052,1.6560221658145093,3.0000000000000044,0.06688143539006733,180.0,6.504987849502372,0.0
 0.5755091144893966,2.2816999895269605,0.4557424363640513,1.8527502812125034,1.7265273434681894,3.0,0.0677889108894776,180.0,6.861777592047687,0.0
 0.59792518244735,2.321131470593461,0.4571239372009623,2.0065643540282068,1.79377554734205,3.0000000000000098,0.06870616406071152,180.0,7.214621855300597,1.3250621277400528e-12
 0.6193745234521212,2.3602690233958405,0.4586009858832388,2.161313238423024,1.8581235703563637,3.00000000000001,0.06963315411529852,180.00000000000003,7.564444224818571,-1.3809792469230014e-12
 0.6399553609221492,2.399114334806417,0.46017271629589657,2.3169958355651072,1.9198660827664478,3.0,0.07056983223882919,180.0,7.9120034143568985,0.0
 0.6597499584214306,2.4376690916975066,0.4618382623239512,2.4736107585652416,1.9792498752642917,2.9999999999999942,0.07151614114849089,180.0,8.25793046183298,0.0
 0.6788280513318411,2.4759349809414264,0.46359675785241833,2.6311563231638004,2.036484153995523,2.9999999999999942,0.07247201481232667,180.0,8.60275568161613,0.0
 0.6972493829309253,2.5139136894104936,0.46544733676631345,2.789630538240757,2.091748148792776,3.0,0.07343737806279191,180.0,8.946928604000789,-1.5952704834057114e-12
 0.7150656151787176,2.5516069039770257,0.4673891329506524,2.949031096154051,2.1451968455361525,2.999999999999994,0.07441214622450727,179.99999999999997,9.290832993854687,1.6470454602650312e-12
 0.7323217930536322,2.5890163115133387,0.46942128029045055,3.109355362902133,2.196965379160896,2.999999999999981,0.07539622467256726,180.0,9.634798342261764,0.0
 0.7490574837747432,2.626143598891751,0.47154291267072357,3.270600368118499,2.247172451324229,2.9999999999999933,0.07638950853169278,180.0,9.979108780796501,0.0
 0.7653076750832847,2.6629904529845785,0.47375316397648715,3.432762794895188,2.2959230252498535,3.0000000000000067,0.07739188223738248,180.0,10.324010080762054,0.0
 0.78110349214142,2.699558560664138,0.4760511680927569,3.595838969437251,2.3433104764242594,2.999999999999986,0.07840321911056036,180.0,10.66971520787001,1.8492539923388914e-12
 0.7964727759435098,2.7358496088027473,0.4784360589045483,3.7598248505544785,2.389418327830529,3.0000000000000147,0.07942338097648434,180.00000000000003,11.016408771593529,-1.8988595450224483e-12
 0.8114405546319899,2.7718652842727236,0.48090697029687707,3.9247160189895216,2.4343216638959695,3.0000000000000147,0.08045221775713249,180.0,11.364250618640288,-1.948176724583156e-12
 0.8260294310269101,2.8076072739463833,0.4834630361547588,4.090507666585759,2.47808829308073,3.0000000000000075,0.08148956693097656,179.99999999999997,11.713378756006213,0.0
 0.8402599039062929,2.843077264696044,0.4861033903632091,4.257194585299045,2.5207797117188786,3.000000000000008,0.08253525321448878,179.99999999999997,12.063911743307575,4.092182965810329e-12
 0.8541506363920414,2.8782769433940216,0.4888271668072435,4.42477115605701,2.562451909176124,3.0,0.08358908811464989,180.00000000000003,12.415950660984269,-2.0947534249799252e-12
 0.8677186817244777,2.913207996912634,0.4916334993718777,4.593231337470537,2.6031560451734332,3.000000000000008,0.08465086939036365,180.0,12.769580736199174,0.0
 0.8809796744246977,2.9478721121241986,0.4945215219421273,4.7625686543981445,2.642939023274093,2.9999999999999916,0.08572038061933925,180.0,13.124872691174918,0.0
 0.893947993126303,2.9822709759010313,0.4974903684030079,4.932776186375297,2.681843979378909,2.9999999999999916,0.08679739083113432,180.0,13.48188386296387,0.0
 0.9066369000526374,3.0164062751154503,0.5005391726395351,5.103846555904095,2.719910700157912,3.000000000000009,0.0878816538941385,180.0,13.840659136102822,0.0
